alg,fitness
AM-LSCH,-4.49028
AM-LSCH,-4.49056
AM-LSCH,-4.49026
AM-LSCH,-4.49025
AM-LSCH,-4.49026
AM-LSCH,-4.49028
AM-LSCH,-4.49025
AM-LSCH,-4.49054
AM-LSCH,-4.49025
AM-LSCH,-4.49035
AM-LSCH,-4.49025
AM-LSCH,-4.49037
AM-LSCH,-4.49028
AM-LSCH,-4.49027
AM-LSCH,-4.49052
AM-LSCH,-4.49036
AM-LSCH,-4.49026
AM-LSCH,-4.49033
AM-LSCH,-4.49025
AM-LSCH,-4.49031
AM-LSCH,-4.49028
AM-LSCH,-4.49064
AM-LSCH,-4.49037
AM-LSCH,-4.49026
AM-LSCH,-4.49025
AM-LSCH,-4.49026
AM-LSCH,-4.49025
AM-LSCH,-4.49056
AM-LSCH,-4.49031
AM-LSCH,-4.49026
AM-LSCH,-4.49032
AM-LSCH,-4.49027
AM-LSCH,-4.49055
AM-LSCH,-4.49028
AM-LSCH,-4.49026
AM-LSCH,-4.49029
AM-LSCH,-4.49028
AM-LSCH,-4.49033
AM-LSCH,-4.49054
AM-LSCH,-4.49055
AM-LSCH,-4.49034
AM-LSCH,-4.49026
AM-LSCH,-4.49032
AM-LSCH,-4.49027
AM-LSCH,-4.49034
DE,-4.49028
DE,-4.49092
DE,-4.49036
DE,-4.49056
DE,-4.49034
DE,-4.4903
DE,-4.49046
DE,-4.49046
DE,-4.49032
DE,-4.49027
DE,-4.49035
DE,-4.49619
DE,-4.49028
DE,-4.4903
DE,-4.49034
DE,-4.4904
DE,-4.49029
DE,-4.49025
DE,-4.49057
DE,-4.4903
DE,-4.49057
DE,-4.49061
DE,-4.49027
DE,-4.49028
DE,-4.49029
DE,-4.49045
DE,-4.49057
DE,-4.49037
DE,-4.4903
DE,-4.4903
DE,-4.49049
DE,-4.49036
DE,-4.49031
DE,-4.49031
DE,-4.49056
DE,-4.49027
DE,-4.49032
DE,-4.4903
DE,-4.49028
DE,-4.49058
DE,-4.49041
DE,-4.49033
DE,-4.49028
DE,-4.49057
DE,-4.49056
DE,-4.49033
DE,-4.49048
DE,-4.4903
DE,-4.49284
DE,-4.49033
